"year","zone","group","destination","measure","value"
"2010-2011","S01002276","All","All","Count",4
"2008-2009","S01002276","All","All","Count",4
"2008-2009","S01002276","All","Positive","Ratio",100
"2009-2010","S01002276","All","Positive","Ratio",100
"2010-2011","S01002276","All","Positive","Ratio",100
"2007-2008","S01002276","All","Positive","Ratio",100
"2011-2012","S01002276","All","Positive","Ratio",100
"2012-2013","S01002276","All","Positive","Ratio",100
"2010-2011","S01002276","All","Other Known","Ratio",0
"2008-2009","S01002276","All","Other Known","Ratio",0
"2009-2010","S01002276","All","Other Known","Ratio",0
"2011-2012","S01002276","All","Other Known","Ratio",0
"2012-2013","S01002276","All","Other Known","Ratio",0
"2007-2008","S01002276","All","Other Known","Ratio",0
"2012-2013","S01002277","All","All","Count",13
"2009-2010","S01002277","All","All","Count",12
"2007-2008","S01002277","All","All","Count",11
"2011-2012","S01002277","All","All","Count",14
"2010-2011","S01002277","All","All","Count",10
"2008-2009","S01002277","All","All","Count",11
"2008-2009","S01002277","All","Positive","Ratio","72.7"
"2009-2010","S01002277","All","Positive","Ratio","66.7"
"2010-2011","S01002277","All","Positive","Ratio",70
"2007-2008","S01002277","All","Positive","Ratio","63.6"
"2011-2012","S01002277","All","Positive","Ratio","92.9"
"2012-2013","S01002277","All","Positive","Ratio","76.9"
"2010-2011","S01002277","All","Other Known","Ratio",30
"2008-2009","S01002277","All","Other Known","Ratio","27.3"
"2009-2010","S01002277","All","Other Known","Ratio","33.3"
"2011-2012","S01002277","All","Other Known","Ratio","7.1"
"2012-2013","S01002277","All","Other Known","Ratio","23.1"
"2007-2008","S01002277","All","Other Known","Ratio","36.4"
"2012-2013","S01002278","All","All","Count",11
"2009-2010","S01002278","All","All","Count",14
"2007-2008","S01002278","All","All","Count",16
"2011-2012","S01002278","All","All","Count",9
"2010-2011","S01002278","All","All","Count",12
"2008-2009","S01002278","All","All","Count",19
"2008-2009","S01002278","All","Positive","Ratio","78.9"
"2009-2010","S01002278","All","Positive","Ratio","64.3"
"2010-2011","S01002278","All","Positive","Ratio","83.3"
"2007-2008","S01002278","All","Positive","Ratio","62.5"
"2011-2012","S01002278","All","Positive","Ratio",100
"2012-2013","S01002278","All","Positive","Ratio","90.9"
"2010-2011","S01002278","All","Other Known","Ratio","16.7"
"2008-2009","S01002278","All","Other Known","Ratio","21.1"
"2009-2010","S01002278","All","Other Known","Ratio","35.7"
"2011-2012","S01002278","All","Other Known","Ratio",0
"2012-2013","S01002278","All","Other Known","Ratio","9.1"
"2007-2008","S01002278","All","Other Known","Ratio","37.5"
"2012-2013","S01002279","All","All","Count",24
"2009-2010","S01002279","All","All","Count",23
"2007-2008","S01002279","All","All","Count",22
"2011-2012","S01002279","All","All","Count",23
"2010-2011","S01002279","All","All","Count",9
"2008-2009","S01002279","All","All","Count",15
"2008-2009","S01002279","All","Positive","Ratio","66.7"
"2009-2010","S01002279","All","Positive","Ratio","73.9"
"2010-2011","S01002279","All","Positive","Ratio","44.4"
"2007-2008","S01002279","All","Positive","Ratio",50
"2011-2012","S01002279","All","Positive","Ratio","78.3"
"2012-2013","S01002279","All","Positive","Ratio","87.5"
"2010-2011","S01002279","All","Other Known","Ratio","55.6"
"2008-2009","S01002279","All","Other Known","Ratio","33.3"
"2009-2010","S01002279","All","Other Known","Ratio","26.1"
"2011-2012","S01002279","All","Other Known","Ratio","21.7"
"2012-2013","S01002279","All","Other Known","Ratio","12.5"
"2007-2008","S01002279","All","Other Known","Ratio",50
"2010-2011","S01002280","All","All","Count",8
"2010-2011","S01002280","All","Positive","Ratio","87.5"
"2010-2011","S01002280","All","Other Known","Ratio","12.5"
"2008-2009","S01002280","All","Positive","Ratio",100
"2008-2009","S01002280","All","All","Count",3
"2008-2009","S01002280","All","Other Known","Ratio",0
"2009-2010","S01002280","All","All","Count",9
"2009-2010","S01002280","All","Other Known","Ratio","11.1"
"2009-2010","S01002280","All","Positive","Ratio","88.9"
"2011-2012","S01002280","All","All","Count",8
"2011-2012","S01002280","All","Positive","Ratio",100
"2011-2012","S01002280","All","Other Known","Ratio",0
"2012-2013","S01002280","All","Positive","Ratio","87.5"
"2012-2013","S01002280","All","All","Count",8
"2012-2013","S01002280","All","Other Known","Ratio","12.5"
"2007-2008","S01002280","All","Other Known","Ratio","15.4"
"2007-2008","S01002280","All","All","Count",13
"2007-2008","S01002280","All","Positive","Ratio","84.6"
"2012-2013","S01002281","All","All","Count",14
"2009-2010","S01002281","All","All","Count",13
"2007-2008","S01002281","All","All","Count",9
"2011-2012","S01002281","All","All","Count",12
"2010-2011","S01002281","All","All","Count",8
"2008-2009","S01002281","All","All","Count",10
"2008-2009","S01002281","All","Positive","Ratio",50
"2009-2010","S01002281","All","Positive","Ratio","46.2"
"2010-2011","S01002281","All","Positive","Ratio",100
"2007-2008","S01002281","All","Positive","Ratio","66.7"
"2011-2012","S01002281","All","Positive","Ratio","83.3"
"2012-2013","S01002281","All","Positive","Ratio","78.6"
"2010-2011","S01002281","All","Other Known","Ratio",0
"2008-2009","S01002281","All","Other Known","Ratio",50
"2009-2010","S01002281","All","Other Known","Ratio","53.8"
"2011-2012","S01002281","All","Other Known","Ratio","16.7"
"2012-2013","S01002281","All","Other Known","Ratio","21.4"
"2007-2008","S01002281","All","Other Known","Ratio","33.3"
"2012-2013","S01002282","All","All","Count",2
"2009-2010","S01002282","All","All","Count",2
"2007-2008","S01002282","All","All","Count",3
"2011-2012","S01002282","All","All","Count",3
"2010-2011","S01002282","All","All","Count",3
"2008-2009","S01002282","All","All","Count",3
"2008-2009","S01002282","All","Positive","Ratio",100
"2009-2010","S01002282","All","Positive","Ratio",100
"2010-2011","S01002282","All","Positive","Ratio",100
"2007-2008","S01002282","All","Positive","Ratio",0
"2011-2012","S01002282","All","Positive","Ratio","66.7"
"2012-2013","S01002282","All","Positive","Ratio",100
"2010-2011","S01002282","All","Other Known","Ratio",0
"2008-2009","S01002282","All","Other Known","Ratio",0
"2009-2010","S01002282","All","Other Known","Ratio",0
"2011-2012","S01002282","All","Other Known","Ratio","33.3"
"2012-2013","S01002282","All","Other Known","Ratio",0
"2007-2008","S01002282","All","Other Known","Ratio",100
"2012-2013","S01002283","All","All","Count",2
"2009-2010","S01002283","All","All","Count",5
"2007-2008","S01002283","All","All","Count",8
"2011-2012","S01002283","All","All","Count",4
"2010-2011","S01002283","All","All","Count",4
"2008-2009","S01002283","All","All","Count",6
"2008-2009","S01002283","All","Positive","Ratio","83.3"
"2009-2010","S01002283","All","Positive","Ratio",100
"2010-2011","S01002283","All","Positive","Ratio",100
"2007-2008","S01002283","All","Positive","Ratio",75
"2011-2012","S01002283","All","Positive","Ratio",100
"2012-2013","S01002283","All","Positive","Ratio",50
"2010-2011","S01002283","All","Other Known","Ratio",0
"2008-2009","S01002283","All","Other Known","Ratio","16.7"
"2009-2010","S01002283","All","Other Known","Ratio",0
"2011-2012","S01002283","All","Other Known","Ratio",0
"2012-2013","S01002283","All","Other Known","Ratio",50
"2007-2008","S01002283","All","Other Known","Ratio",25
"2012-2013","S01002284","All","All","Count",18
"2009-2010","S01002284","All","All","Count",12
"2007-2008","S01002284","All","All","Count",17
"2011-2012","S01002284","All","All","Count",15
"2010-2011","S01002284","All","All","Count",17
"2008-2009","S01002284","All","All","Count",17
"2008-2009","S01002284","All","Positive","Ratio","70.6"
"2009-2010","S01002284","All","Positive","Ratio",75
"2010-2011","S01002284","All","Positive","Ratio","94.1"
"2007-2008","S01002284","All","Positive","Ratio","76.5"
"2011-2012","S01002284","All","Positive","Ratio","93.3"
"2012-2013","S01002284","All","Positive","Ratio","83.3"
"2010-2011","S01002284","All","Other Known","Ratio","5.9"
"2008-2009","S01002284","All","Other Known","Ratio","29.4"
"2009-2010","S01002284","All","Other Known","Ratio",25
"2011-2012","S01002284","All","Other Known","Ratio","6.7"
"2012-2013","S01002284","All","Other Known","Ratio","16.7"
"2007-2008","S01002284","All","Other Known","Ratio","23.5"
"2010-2011","S01002285","All","Other Known","Ratio",0
"2008-2009","S01002285","All","Other Known","Ratio",25
"2009-2010","S01002285","All","Other Known","Ratio","33.3"
"2011-2012","S01002285","All","Other Known","Ratio",0
"2012-2013","S01002285","All","Other Known","Ratio",0
"2007-2008","S01002285","All","Other Known","Ratio",50
"2007-2008","S01002285","All","All","Count",10
"2010-2011","S01002285","All","All","Count",1
"2009-2010","S01002285","All","All","Count",6
"2008-2009","S01002285","All","All","Count",4
"2012-2013","S01002285","All","All","Count",4
"2011-2012","S01002285","All","All","Count",4
"2011-2012","S01002285","All","Positive","Ratio",100
"2012-2013","S01002285","All","Positive","Ratio",100
"2007-2008","S01002285","All","Positive","Ratio",50
"2010-2011","S01002285","All","Positive","Ratio",100
"2008-2009","S01002285","All","Positive","Ratio",75
"2009-2010","S01002285","All","Positive","Ratio","66.7"
"2010-2011","S01002286","All","All","Count",4
"2010-2011","S01002286","All","Positive","Ratio",100
"2010-2011","S01002286","All","Other Known","Ratio",0
"2008-2009","S01002286","All","Positive","Ratio","66.7"
"2008-2009","S01002286","All","All","Count",3
"2008-2009","S01002286","All","Other Known","Ratio","33.3"
"2009-2010","S01002286","All","All","Count",1
"2009-2010","S01002286","All","Other Known","Ratio",0
"2009-2010","S01002286","All","Positive","Ratio",100
"2011-2012","S01002286","All","All","Count",2
"2011-2012","S01002286","All","Positive","Ratio",100
"2011-2012","S01002286","All","Other Known","Ratio",0
"2012-2013","S01002286","All","Positive","Ratio",80
"2012-2013","S01002286","All","All","Count",5
"2012-2013","S01002286","All","Other Known","Ratio",20
"2007-2008","S01002286","All","Other Known","Ratio",0
"2007-2008","S01002286","All","All","Count",6
"2007-2008","S01002286","All","Positive","Ratio",100
"2012-2013","S01002287","All","All","Count",4
"2009-2010","S01002287","All","All","Count",6
"2007-2008","S01002287","All","All","Count",4
"2011-2012","S01002287","All","All","Count",1
"2010-2011","S01002287","All","All","Count",5
"2008-2009","S01002287","All","All","Count",4
"2008-2009","S01002287","All","Positive","Ratio",100
"2009-2010","S01002287","All","Positive","Ratio","83.3"
"2010-2011","S01002287","All","Positive","Ratio",80
"2007-2008","S01002287","All","Positive","Ratio",50
"2011-2012","S01002287","All","Positive","Ratio",0
"2012-2013","S01002287","All","Positive","Ratio",100
"2010-2011","S01002287","All","Other Known","Ratio",20
"2008-2009","S01002287","All","Other Known","Ratio",0
"2009-2010","S01002287","All","Other Known","Ratio","16.7"
"2011-2012","S01002287","All","Other Known","Ratio",100
"2012-2013","S01002287","All","Other Known","Ratio",0
"2007-2008","S01002287","All","Other Known","Ratio",50
"2012-2013","S01002288","All","All","Count",3
"2009-2010","S01002288","All","All","Count",0
"2007-2008","S01002288","All","All","Count",3
"2011-2012","S01002288","All","All","Count",3
"2010-2011","S01002288","All","All","Count",7
"2008-2009","S01002288","All","All","Count",3
"2008-2009","S01002288","All","Positive","Ratio","33.3"
"2009-2010","S01002288","All","Positive","Ratio",0
"2010-2011","S01002288","All","Positive","Ratio","71.4"
"2007-2008","S01002288","All","Positive","Ratio","66.7"
"2011-2012","S01002288","All","Positive","Ratio",100
"2012-2013","S01002288","All","Positive","Ratio",100
"2010-2011","S01002288","All","Other Known","Ratio","28.6"
"2008-2009","S01002288","All","Other Known","Ratio","66.7"
"2009-2010","S01002288","All","Other Known","Ratio",0
"2011-2012","S01002288","All","Other Known","Ratio",0
"2012-2013","S01002288","All","Other Known","Ratio",0
"2007-2008","S01002288","All","Other Known","Ratio","33.3"
"2010-2011","S01002289","All","All","Count",7
"2010-2011","S01002289","All","Positive","Ratio","85.7"
"2010-2011","S01002289","All","Other Known","Ratio","14.3"
"2008-2009","S01002289","All","Positive","Ratio",80
"2008-2009","S01002289","All","All","Count",5
"2008-2009","S01002289","All","Other Known","Ratio",20
"2009-2010","S01002289","All","All","Count",5
"2009-2010","S01002289","All","Other Known","Ratio",0
"2009-2010","S01002289","All","Positive","Ratio",100
"2011-2012","S01002289","All","All","Count",8
"2011-2012","S01002289","All","Positive","Ratio",100
"2011-2012","S01002289","All","Other Known","Ratio",0
"2012-2013","S01002289","All","Positive","Ratio",100
"2012-2013","S01002289","All","All","Count",5
"2012-2013","S01002289","All","Other Known","Ratio",0
"2007-2008","S01002289","All","Other Known","Ratio",50
"2007-2008","S01002289","All","All","Count",2
"2007-2008","S01002289","All","Positive","Ratio",50
"2012-2013","S01002290","All","All","Count",8
"2009-2010","S01002290","All","All","Count",7
"2007-2008","S01002290","All","All","Count",7
"2011-2012","S01002290","All","All","Count",2
"2010-2011","S01002290","All","All","Count",5
"2008-2009","S01002290","All","All","Count",5
"2008-2009","S01002290","All","Positive","Ratio",80
"2009-2010","S01002290","All","Positive","Ratio","85.7"
"2010-2011","S01002290","All","Positive","Ratio",100
"2007-2008","S01002290","All","Positive","Ratio","71.4"
"2011-2012","S01002290","All","Positive","Ratio",50
"2012-2013","S01002290","All","Positive","Ratio",75
"2010-2011","S01002290","All","Other Known","Ratio",0
"2008-2009","S01002290","All","Other Known","Ratio",20
"2009-2010","S01002290","All","Other Known","Ratio","14.3"
"2011-2012","S01002290","All","Other Known","Ratio",50
"2012-2013","S01002290","All","Other Known","Ratio",25
"2007-2008","S01002290","All","Other Known","Ratio","28.6"
"2012-2013","S01002291","All","All","Count",3
"2009-2010","S01002291","All","All","Count",7
"2007-2008","S01002291","All","All","Count",6
"2011-2012","S01002291","All","All","Count",2
"2010-2011","S01002291","All","All","Count",4
"2008-2009","S01002291","All","All","Count",7
"2008-2009","S01002291","All","Positive","Ratio","85.7"
"2009-2010","S01002291","All","Positive","Ratio","42.9"
"2010-2011","S01002291","All","Positive","Ratio",0
"2007-2008","S01002291","All","Positive","Ratio","33.3"
"2011-2012","S01002291","All","Positive","Ratio",50
"2012-2013","S01002291","All","Positive","Ratio","66.7"
"2010-2011","S01002291","All","Other Known","Ratio",100
"2008-2009","S01002291","All","Other Known","Ratio","14.3"
"2009-2010","S01002291","All","Other Known","Ratio","57.1"
"2011-2012","S01002291","All","Other Known","Ratio",50
"2012-2013","S01002291","All","Other Known","Ratio","33.3"
"2007-2008","S01002291","All","Other Known","Ratio","66.7"
"2010-2011","S01002292","All","Other Known","Ratio","14.3"
"2008-2009","S01002292","All","Other Known","Ratio",50
"2009-2010","S01002292","All","Other Known","Ratio","12.5"
"2011-2012","S01002292","All","Other Known","Ratio",0
"2012-2013","S01002292","All","Other Known","Ratio",0
"2007-2008","S01002292","All","Other Known","Ratio",100
"2007-2008","S01002292","All","All","Count",1
"2010-2011","S01002292","All","All","Count",7
"2009-2010","S01002292","All","All","Count",8
"2008-2009","S01002292","All","All","Count",6
"2012-2013","S01002292","All","All","Count",4
"2011-2012","S01002292","All","All","Count",3
"2011-2012","S01002292","All","Positive","Ratio",100
"2012-2013","S01002292","All","Positive","Ratio",100
